start,end
"(0, 1, 4)","(0, 1, 22)"
"(0, 1, 35)","(0, 1, 55)"
"(0, 2, 41)","(0, 3, 3)"
"(0, 3, 7)","(0, 3, 25)"
"(0, 5, 1)","(0, 5, 30)"
"(0, 6, 54)","(0, 7, 23)"
"(0, 15, 14)","(0, 15, 24)"
"(0, 16, 17)","(0, 17, 13)"
"(0, 18, 0)","(0, 18, 35)"
"(0, 20, 29)","(0, 20, 42)"
"(0, 22, 20)","(0, 22, 22)"
"(0, 22, 50)","(0, 23, 15)"
"(0, 24, 19)","(0, 28, 10)"
"(0, 28, 29)","(0, 31, 1)"
"(0, 31, 23)","(0, 34, 8)"
"(0, 34, 29)","(0, 36, 52)"
"(0, 0, 39)","(0, 0, 40)"
