,power_8,differential_entropy8,mean8,std8,skew8,kurtosis8,iqr8,median8,hjorth_08,hjorth_18,ftime
0,386344.1267220434,7.734956106543605,63124.969416961125,1455.0883421205401,-36.05661813306297,1561.5327273607659,1040.6449999999968,540.4449999999997,0.023829095707007027,1.035842047620688,1900-01-01 11:30:06
1,274394.77919765405,7.640663993443233,64864.40118468288,575.1774329894522,-0.2827251336017044,-0.33082148909506826,918.1150000000052,464.8999999999942,0.00895978720767978,1.1775633295433614,1900-01-01 11:30:16
2,289801.31140887446,7.581314367000739,64983.85079536371,544.0892564308141,0.05586836503809316,-1.0666119977343633,926.7774999999965,470.2599999999984,0.00923512469513895,1.1777138619812015,1900-01-01 11:30:26
3,389188.99371970363,8.100894831405629,65861.57874549099,918.4005028176439,0.014207470427524089,-0.6860607545965913,1200.135000000002,603.060000000005,0.010486995565902615,1.176905174082207,1900-01-01 11:30:36
4,315650.13111413043,7.7827198616578475,67709.58651792828,648.707699397745,-0.3591586745450897,-0.518402952068084,950.5724999999802,481.40499999999884,0.008934441785880525,1.1777342637220571,1900-01-01 11:30:46
5,331745.0711482161,7.513003964228105,67732.85351102204,558.1197176374695,-0.017898231384810222,-1.3354819061733698,1097.5350000000035,545.5800000000017,0.0094735518419576,1.1775079558410064,1900-01-01 11:30:56
6,364304.4760086121,8.097850806887353,68527.06200796812,870.1939643360465,0.3235458609135238,-0.36143002594779094,1183.7350000000006,588.4799999999959,0.009186270818900251,1.1775487587668785,1900-01-01 11:31:06
7,264623.4273806575,8.558455694187003,69690.90269739479,1420.3907110636744,0.07145307608990802,-0.9958749467326329,2384.2550000000047,1172.9199999999983,0.006722294244944087,1.1800117794845553,1900-01-01 11:31:16
8,520945.2691567811,9.233863223494161,65527.582848605576,3409.2536498208615,-0.09100132391602489,-0.9844256792759927,6236.415000000008,2668.235000000008,0.007486504439481811,1.1784745749608825,1900-01-01 11:31:26
9,197265.72532629978,8.661889621020096,58572.08399599198,1906.9309645204564,0.008603866368069188,-1.4306248816319995,3607.9749999999985,1843.9700000000012,0.007991977314162643,1.17737881664191,1900-01-01 11:31:36
10,294311.8980877965,8.359844568527889,59515.783721115535,1546.171863922918,-0.03066838490344513,-1.5046106172431564,2882.252499999995,1464.880000000001,0.008717275830150426,1.1773353563244924,1900-01-01 11:31:46
11,226733.9117721085,8.492978440760131,56568.97262124249,1238.0368853959176,-0.15986897641225614,-0.11449219718529502,1811.6549999999988,909.8300000000017,0.007718199147281602,1.1771315479111104,1900-01-01 11:31:56
12,124149.24182353874,8.444885514341275,51092.517641434264,1356.2974534428768,0.01244993306004545,-1.1792852436282732,2324.114999999998,1195.8650000000016,0.003971265863065379,1.1863624682912568,1900-01-01 11:32:06
