start,end
12:31:44,12:31:48
12:32:35,12:32:55
12:34:45,12:34:48
12:36:05,12:36:13
12:36:35,12:36:49
12:39:50,12:40:20
12:48:55,12:49:09
12:49:27,12:49:53
12:50:42,12:51:04
12:53:35,12:53:37
12:54:45,12:54:52
12:55:29,12:55:57
12:56:14,12:56:54
12:58:58,13:03:38
13:04:00,13:08:15
13:08:29,13:11:27
13:12:02,13:14:26
