start,end
11:58:14,11:58:32
11:58:45,11:59:05
11:59:51,12:00:13
12:00:17,12:00:35
12:02:11,12:02:40
12:04:04,12:04:33
12:12:24,12:12:34
12:13:27,12:14:23
12:15:10,12:15:45
12:17:39,12:17:52
12:19:30,12:19:32
12:20:00,12:20:25
12:21:29,12:25:20
12:25:39,12:28:11
12:28:33,12:31:18
12:31:39,12:34:02
