start,end
14:28:42,14:29:15
14:29:57,14:30:11
14:32:04,14:32:19
14:33:07,14:33:40
14:35:28,14:35:41
14:37:04,14:37:23
14:37:34,14:37:41
14:40:28,14:40:30
14:40:39,14:41:58
14:42:52,14:42:59
14:43:21,14:43:43
14:48:13,14:48:34
14:50:20,14:51:07
14:53:06,14:53:26
14:53:43,14:53:58
14:55:42,14:56:34
14:58:31,14:59:16
15:00:11,15:00:17
15:04:29,15:08:32
15:08:55,15:12:12
15:12:29,15:18:36
15:18:43,15:19:35
