start,end
12:27:56,12:28:16
12:29:26,12:30:05
12:30:35,12:32:05
12:33:00,12:33:13
12:35:15,12:35:27
12:36:31,12:37:15
12:51:34,12:51:58
12:53:32,12:53:55
12:54:59,12:55:08
12:57:36,12:57:41
13:00:55,13:01:37
13:02:10,13:02:26
13:03:58,13:04:22
13:07:26,13:10:37
13:10:59,13:14:53
13:15:03,13:18:12
